epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
163,3769.08,1.37056,0.99197,1.05732,0.00294,0.89405,0.92628,0.89623,0.45967,1.38035,1.01995,1.03128,0.00063,0.0009308,0.0009308,0.0009308
164,3803.6,1.38307,0.98259,1.05013,0.00291,0.85118,0.89824,0.87472,0.43547,1.36617,1.03845,1.01194,0.0006,0.0009242,0.0009242,0.0009242
165,3836.17,1.37259,0.97094,1.05504,0.00286,0.89662,0.90064,0.8948,0.4745,1.35243,1.03452,1.01966,0.00058,0.0009176,0.0009176,0.0009176
166,3870.04,1.38687,1.00479,1.05336,0.00293,0.86892,0.89236,0.89036,0.44288,1.37931,1.09613,1.01606,0.00056,0.000911,0.000911,0.000911
167,3902.78,1.39116,1.01276,1.05055,0.00402,0.82855,0.90705,0.857,0.4402,1.3201,1.09523,0.99731,0.00062,0.0009044,0.0009044,0.0009044
168,3936.11,1.39507,0.9762,1.04972,0.00371,0.875,0.91987,0.89969,0.4378,1.36342,1.05454,1.03181,0.0006,0.0008978,0.0008978,0.0008978
169,3965.57,1.40288,0.97351,1.0647,0.00291,0.87453,0.90705,0.8808,0.44508,1.37718,1.05523,1.02903,0.00059,0.0008912,0.0008912,0.0008912
170,3990.6,1.37953,0.99353,1.03608,0.00225,0.85917,0.91026,0.86989,0.44732,1.36578,1.0566,1.01587,0.00058,0.0008846,0.0008846,0.0008846
171,4015.73,1.3712,1.00683,1.05365,0.00261,0.88155,0.93029,0.90245,0.44032,1.38783,1.06459,1.00491,0.00064,0.000878,0.000878,0.000878
172,4040.93,1.38188,0.99497,1.05381,0.00259,0.8978,0.901,0.91923,0.45053,1.423,1.05102,1.03578,0.00064,0.0008714,0.0008714,0.0008714
173,4066.41,1.36296,0.97333,1.04844,0.00269,0.90366,0.91987,0.90432,0.42771,1.4122,1.05115,1.0367,0.00058,0.0008648,0.0008648,0.0008648
174,4092.11,1.37202,0.98562,1.06245,0.00356,0.90642,0.93138,0.93135,0.47244,1.35131,1.00946,1.01684,0.00055,0.0008582,0.0008582,0.0008582
175,4120.08,1.36287,0.97271,1.04682,0.00347,0.88203,0.89744,0.8849,0.45183,1.36394,1.02789,1.02374,0.00059,0.0008516,0.0008516,0.0008516
176,4153.55,1.37091,0.94511,1.05169,0.00388,0.88036,0.89626,0.89969,0.44583,1.39392,1.03093,1.0274,0.00059,0.000845,0.000845,0.000845
177,4182.48,1.34877,0.9665,1.04884,0.00259,0.87062,0.89744,0.87205,0.44062,1.35684,1.05802,1.01564,0.00056,0.0008384,0.0008384,0.0008384
178,4219.04,1.34529,0.9634,1.04151,0.00256,0.87952,0.89423,0.86471,0.44261,1.35397,1.02676,1.0139,0.00056,0.0008318,0.0008318,0.0008318
179,4252.53,1.36639,0.96054,1.05094,0.00308,0.89483,0.92725,0.88541,0.44431,1.37789,1.04732,1.01438,0.00061,0.0008252,0.0008252,0.0008252
180,4285.04,1.38118,0.97682,1.05066,0.00336,0.88335,0.91667,0.89616,0.45279,1.36303,1.04779,1.01539,0.0006,0.0008186,0.0008186,0.0008186
181,4317.87,1.34884,0.97539,1.03025,0.0037,0.88429,0.90632,0.8869,0.43565,1.37467,1.06207,0.99363,0.00057,0.000812,0.000812,0.000812
182,4352.74,1.35757,0.96809,1.01721,0.0035,0.85361,0.90385,0.88022,0.44612,1.36215,1.02977,1.00453,0.00061,0.0008054,0.0008054,0.0008054
183,4387.2,1.35831,0.96767,1.043,0.00319,0.88356,0.91667,0.91082,0.47231,1.3552,1.01375,1.01562,0.00057,0.0007988,0.0007988,0.0007988
184,4418.46,1.33058,0.94044,1.04442,0.00288,0.90943,0.90117,0.89461,0.46529,1.34257,1.00909,1.00796,0.00054,0.0007922,0.0007922,0.0007922
185,4448.88,1.36276,0.9576,1.04619,0.00342,0.89807,0.90366,0.89543,0.4412,1.39481,1.02643,1.00817,0.00057,0.0007856,0.0007856,0.0007856
186,4482.97,1.33823,0.94778,1.04177,0.00236,0.89988,0.92182,0.90873,0.47552,1.31303,1.01307,0.99681,0.00056,0.000779,0.000779,0.000779
187,4514.48,1.34395,0.9455,1.03948,0.00257,0.88616,0.89818,0.87754,0.47059,1.33613,1.00019,1.00297,0.00055,0.0007724,0.0007724,0.0007724
188,4541.72,1.35834,0.93223,1.02886,0.00286,0.8875,0.93557,0.90568,0.47849,1.31794,1.00196,0.98776,0.00054,0.0007658,0.0007658,0.0007658
189,4568.89,1.36111,0.94152,1.01808,0.00252,0.89074,0.92628,0.90852,0.47507,1.3412,0.9952,1.00889,0.00052,0.0007592,0.0007592,0.0007592
190,4604.46,1.3497,0.93288,1.07224,0.00337,0.89978,0.9359,0.89972,0.47075,1.36621,0.98155,1.03627,0.00057,0.0007526,0.0007526,0.0007526
191,4640.67,1.336,0.9261,1.04192,0.003,0.87823,0.92461,0.89159,0.45833,1.36647,0.98254,1.01864,0.00058,0.000746,0.000746,0.000746
192,4676.4,1.35166,0.92613,1.04998,0.00281,0.87508,0.92052,0.88119,0.46925,1.34141,1.00116,1.01046,0.00057,0.0007394,0.0007394,0.0007394
193,4711.4,1.35099,0.94464,1.04456,0.00301,0.88649,0.92628,0.89174,0.47751,1.3328,0.99831,1.01417,0.00054,0.0007328,0.0007328,0.0007328
194,4747.91,1.34514,0.94398,1.03116,0.00315,0.88578,0.91026,0.91015,0.46223,1.35173,1.01505,1.0154,0.00056,0.0007262,0.0007262,0.0007262
195,4778.22,1.34795,0.93513,1.04411,0.00291,0.88474,0.91033,0.90131,0.47239,1.34543,0.99811,1.01689,0.00056,0.0007196,0.0007196,0.0007196
196,4805.1,1.32657,0.9301,1.02878,0.00272,0.88857,0.92949,0.90609,0.47409,1.34334,1.00193,1.01349,0.00054,0.000713,0.000713,0.000713
197,4832.49,1.33227,0.91929,1.04223,0.00274,0.90016,0.9391,0.91112,0.47564,1.36169,0.97857,1.03169,0.00057,0.0007064,0.0007064,0.0007064
198,4859.45,1.31625,0.92127,1.03078,0.00288,0.89814,0.9359,0.91393,0.45248,1.38498,0.99383,1.01941,0.00057,0.0006998,0.0006998,0.0006998
199,4886.55,1.33218,0.92028,1.03733,0.00273,0.90864,0.94231,0.92829,0.46443,1.38338,0.96888,1.01545,0.00057,0.0006932,0.0006932,0.0006932
200,4919.27,1.32742,0.91073,1.03221,0.00248,0.92408,0.93628,0.94084,0.47157,1.37468,0.9794,1.01339,0.00056,0.0006866,0.0006866,0.0006866
201,4954.03,1.32172,0.90309,1.02979,0.00307,0.90001,0.92315,0.90623,0.47608,1.37035,1.00366,1.01144,0.00059,0.00068,0.00068,0.00068
202,4990.22,1.32586,0.9063,1.03001,0.00281,0.88968,0.93054,0.89988,0.45721,1.40312,0.99638,1.01917,0.0006,0.0006734,0.0006734,0.0006734
203,5017.33,1.33008,0.91225,1.02642,0.00279,0.8973,0.92949,0.90963,0.46681,1.38658,0.98439,1.00767,0.0006,0.0006668,0.0006668,0.0006668
204,5048.61,1.32666,0.91895,1.01187,0.00244,0.88787,0.93906,0.91708,0.46225,1.38083,0.99187,0.99983,0.00057,0.0006602,0.0006602,0.0006602
205,5080.14,1.32521,0.91489,1.01435,0.00317,0.91313,0.94337,0.92266,0.46516,1.38672,0.96846,0.99616,0.00057,0.0006536,0.0006536,0.0006536
206,5111.67,1.31719,0.91399,1.02495,0.00372,0.90517,0.91783,0.91621,0.47805,1.36296,0.97956,0.99739,0.00057,0.000647,0.000647,0.000647
207,5139.26,1.32948,0.91488,1.01792,0.00301,0.89364,0.94256,0.92541,0.47301,1.3645,0.9702,1.00972,0.00058,0.0006404,0.0006404,0.0006404
208,5166.12,1.32733,0.92211,1.02565,0.00314,0.90658,0.93315,0.9227,0.4807,1.34035,0.97972,1.00433,0.00055,0.0006338,0.0006338,0.0006338
209,5200.32,1.3163,0.9124,1.01907,0.00372,0.92671,0.93214,0.92773,0.4862,1.35983,0.97721,1.00849,0.00054,0.0006272,0.0006272,0.0006272
210,5235.76,1.30872,0.89372,1.0086,0.00253,0.91034,0.93269,0.92926,0.4894,1.34027,0.95726,1.00673,0.00055,0.0006206,0.0006206,0.0006206
211,5269.47,1.32549,0.89557,1.03009,0.00327,0.90617,0.94551,0.92706,0.47811,1.37912,0.96332,1.01307,0.00061,0.000614,0.000614,0.000614
212,5297.06,1.33496,0.9018,1.02189,0.00267,0.88421,0.9391,0.91702,0.4788,1.3409,0.9673,0.98962,0.00057,0.0006074,0.0006074,0.0006074
213,5324.11,1.3192,0.92269,1.02716,0.00293,0.88695,0.93041,0.9024,0.47292,1.32857,0.98868,1.00475,0.00057,0.0006008,0.0006008,0.0006008
214,5351.2,1.29623,0.89893,1.02118,0.00282,0.91546,0.94551,0.9203,0.46974,1.35395,0.97428,0.99991,0.00059,0.0005942,0.0005942,0.0005942
215,5383.09,1.31305,0.89271,1.01984,0.00298,0.90989,0.94231,0.91634,0.47582,1.37258,0.97096,1.02033,0.00056,0.0005876,0.0005876,0.0005876
216,5418.51,1.30445,0.89815,1.02131,0.00272,0.90285,0.95321,0.91119,0.45925,1.36831,0.98462,1.01812,0.00058,0.000581,0.000581,0.000581
217,5451.22,1.31257,0.90873,1.02622,0.00307,0.9061,0.92781,0.91386,0.47096,1.38984,0.96644,1.00709,0.00064,0.0005744,0.0005744,0.0005744
218,5481.7,1.30896,0.88415,1.01405,0.00273,0.89863,0.93269,0.90975,0.47151,1.38459,0.97048,1.00547,0.0006,0.0005678,0.0005678,0.0005678
219,5512.68,1.29942,0.87373,1.03235,0.00295,0.90975,0.93698,0.90871,0.46026,1.3788,0.9611,1.02331,0.0006,0.0005612,0.0005612,0.0005612
220,5541.34,1.29151,0.88734,1.02035,0.00259,0.89889,0.9391,0.91133,0.46401,1.3587,0.95711,1.0076,0.00058,0.0005546,0.0005546,0.0005546
221,5568.72,1.29626,0.87769,1.00981,0.00232,0.89568,0.9391,0.9266,0.47418,1.38308,0.95051,1.01181,0.00054,0.000548,0.000548,0.000548
222,5595.88,1.30162,0.88511,1.02128,0.00362,0.88077,0.92341,0.91128,0.46356,1.37228,0.96351,1.00558,0.00055,0.0005414,0.0005414,0.0005414
223,5622.21,1.29478,0.88203,1.01545,0.00316,0.87775,0.92949,0.89131,0.46249,1.36759,0.98388,1.0143,0.00055,0.0005348,0.0005348,0.0005348
224,5646.93,1.29629,0.88839,1.01752,0.00285,0.8823,0.93702,0.89483,0.45895,1.36358,0.95684,1.02093,0.00053,0.0005282,0.0005282,0.0005282
225,5672.16,1.31416,0.8917,1.02783,0.0029,0.88918,0.9391,0.89684,0.46106,1.37208,0.96699,1.019,0.00053,0.0005216,0.0005216,0.0005216
226,5697.66,1.28795,0.87926,1.02256,0.00264,0.87104,0.93092,0.88856,0.45218,1.36612,0.98413,1.02938,0.00058,0.000515,0.000515,0.000515
227,5723.18,1.32871,0.86971,1.01773,0.00298,0.90026,0.95463,0.93939,0.48455,1.3881,0.93044,1.03259,0.00061,0.0005084,0.0005084,0.0005084
228,5752.07,1.29103,0.85917,1.02021,0.00285,0.89703,0.94551,0.90857,0.47566,1.37755,0.94009,1.04284,0.00057,0.0005018,0.0005018,0.0005018
229,5777.54,1.2761,0.86611,1.02568,0.00287,0.91602,0.94398,0.93015,0.49014,1.35374,0.94009,1.02691,0.00056,0.0004952,0.0004952,0.0004952
230,5808.78,1.2933,0.856,1.0052,0.00269,0.90226,0.92949,0.90683,0.48305,1.36349,0.93454,1.01217,0.00055,0.0004886,0.0004886,0.0004886
231,5841.03,1.29151,0.85626,1.00682,0.0028,0.90222,0.94635,0.92699,0.46877,1.39045,0.94124,1.02012,0.00055,0.000482,0.000482,0.000482
232,5866.93,1.27644,0.85654,1.01284,0.00283,0.90754,0.94872,0.91876,0.47388,1.3855,0.95288,1.01776,0.00058,0.0004754,0.0004754,0.0004754
233,5892.42,1.29315,0.86617,1.02505,0.00247,0.89831,0.94231,0.90545,0.47348,1.39889,0.95624,1.02092,0.00061,0.0004688,0.0004688,0.0004688
234,5918.16,1.28915,0.88189,1.04443,0.00352,0.89964,0.93269,0.90681,0.46215,1.38426,0.95718,1.01651,0.00065,0.0004622,0.0004622,0.0004622
235,5950.48,1.27205,0.88117,1.0171,0.00319,0.90647,0.9319,0.90852,0.46929,1.37823,0.95277,1.0066,0.00061,0.0004556,0.0004556,0.0004556
236,5990.08,1.26947,0.86369,1.01048,0.00273,0.89918,0.94231,0.91147,0.47616,1.38647,0.94427,1.00965,0.00057,0.000449,0.000449,0.000449
237,6030.3,1.29302,0.85344,1.02831,0.00255,0.90297,0.93269,0.9181,0.47599,1.4261,0.94474,1.02713,0.00061,0.0004424,0.0004424,0.0004424
238,6061.78,1.26346,0.86501,1.01091,0.00233,0.88311,0.9391,0.91312,0.47027,1.38848,0.95021,1.01733,0.00058,0.0004358,0.0004358,0.0004358
239,6092.71,1.26278,0.86571,1.00922,0.00235,0.88753,0.95192,0.91955,0.46926,1.40854,0.95913,1.01958,0.00057,0.0004292,0.0004292,0.0004292
240,6126.25,1.2707,0.85712,1.00753,0.00226,0.89898,0.9391,0.91916,0.47704,1.37077,0.95033,1.01028,0.00055,0.0004226,0.0004226,0.0004226
241,6159.68,1.27297,0.85348,1.00862,0.00267,0.88761,0.9391,0.91168,0.46644,1.42382,0.93914,1.01167,0.00058,0.000416,0.000416,0.000416
242,6192.95,1.30397,0.8669,1.01348,0.00272,0.90228,0.947,0.91633,0.48547,1.37058,0.92191,0.99838,0.00059,0.0004094,0.0004094,0.0004094
243,6221.2,1.28593,0.87786,1.02012,0.00296,0.90298,0.95192,0.92426,0.47916,1.34997,0.96867,1.0054,0.0006,0.0004028,0.0004028,0.0004028
244,6246.39,1.26591,0.87582,1.00327,0.00302,0.9029,0.95367,0.92091,0.48188,1.35315,0.96274,1.01515,0.00057,0.0003962,0.0003962,0.0003962
245,6271.45,1.26889,0.85053,0.99973,0.0028,0.90046,0.95192,0.91271,0.47534,1.37989,0.95084,1.0061,0.00056,0.0003896,0.0003896,0.0003896
246,6297.34,1.26585,0.83474,1.00485,0.00241,0.89871,0.94231,0.8956,0.48976,1.35453,0.92507,0.99964,0.00055,0.000383,0.000383,0.000383
247,6322.63,1.25436,0.82891,0.99989,0.00292,0.89415,0.9359,0.89955,0.48092,1.34677,0.94551,1.00195,0.00053,0.0003764,0.0003764,0.0003764
248,6348.04,1.27556,0.82492,1.00037,0.00247,0.91558,0.94872,0.90837,0.48404,1.37416,0.90469,1.00736,0.00053,0.0003698,0.0003698,0.0003698
249,6373.34,1.26149,0.83302,1.00915,0.00238,0.90376,0.9359,0.9072,0.48666,1.36307,0.93354,0.99859,0.00054,0.0003632,0.0003632,0.0003632
250,6398.79,1.27102,0.84709,1.01266,0.00291,0.89784,0.94231,0.92009,0.48303,1.37726,0.93656,1.00668,0.00056,0.0003566,0.0003566,0.0003566
251,6424.2,1.25259,0.85903,1.01056,0.00249,0.9039,0.9391,0.91017,0.49558,1.35599,0.92446,0.99825,0.00057,0.00035,0.00035,0.00035
252,6450.51,1.24388,0.82756,1.00867,0.00258,0.91611,0.94507,0.93529,0.49469,1.38431,0.92985,1.00158,0.00056,0.0003434,0.0003434,0.0003434
253,6476.08,1.28976,0.82343,1.00814,0.00262,0.92064,0.9391,0.93147,0.49396,1.39065,0.90681,1.00475,0.00056,0.0003368,0.0003368,0.0003368
254,6502.77,1.26765,0.82958,1.00816,0.00304,0.92333,0.94231,0.92774,0.49956,1.37339,0.91665,0.99759,0.00055,0.0003302,0.0003302,0.0003302
255,6531.79,1.24496,0.82712,1.00555,0.00254,0.92235,0.9391,0.9193,0.49164,1.36191,0.93768,0.99416,0.00055,0.0003236,0.0003236,0.0003236
256,6557.77,1.24487,0.82493,0.99286,0.00237,0.94492,0.9347,0.93219,0.49985,1.35205,0.91512,0.99156,0.00054,0.000317,0.000317,0.000317
257,6591.66,1.26472,0.82912,1.01456,0.00261,0.92179,0.9359,0.92813,0.49678,1.369,0.90339,0.99467,0.00057,0.0003104,0.0003104,0.0003104
258,6625.31,1.27113,0.81315,1.00249,0.00264,0.92457,0.94281,0.92606,0.48478,1.38189,0.9104,1.00006,0.00059,0.0003038,0.0003038,0.0003038
259,6659.47,1.22979,0.82559,0.99816,0.00242,0.91438,0.94551,0.92571,0.50507,1.33772,0.91718,0.99485,0.00054,0.0002972,0.0002972,0.0002972
260,6692.54,1.22945,0.8193,1.01121,0.00285,0.91756,0.9391,0.92934,0.4995,1.3662,0.91429,0.99568,0.00056,0.0002906,0.0002906,0.0002906
261,6725.52,1.25023,0.80971,1.01448,0.00321,0.90902,0.92872,0.91982,0.48671,1.3929,0.90593,0.99532,0.00058,0.000284,0.000284,0.000284
262,6760.17,1.25511,0.81265,1.00367,0.00241,0.91899,0.9391,0.93174,0.50416,1.38566,0.89034,1.00103,0.00057,0.0002774,0.0002774,0.0002774
263,6793.87,1.2482,0.81853,1.00083,0.00241,0.9148,0.92915,0.91879,0.50058,1.36957,0.90813,1.00473,0.00058,0.0002708,0.0002708,0.0002708
264,6828.85,1.25614,0.82134,1.01568,0.00328,0.89811,0.93229,0.9097,0.48743,1.3808,0.92009,1.00908,0.00056,0.0002642,0.0002642,0.0002642
265,6860.01,1.2466,0.84099,1.00852,0.00263,0.90991,0.94551,0.93218,0.4903,1.40721,0.90925,1.00311,0.00059,0.0002576,0.0002576,0.0002576
266,6892.17,1.24334,0.81498,1.00253,0.00312,0.93025,0.9405,0.94601,0.4955,1.39522,0.89853,1.00035,0.00059,0.000251,0.000251,0.000251
267,6921.58,1.24116,0.81486,0.99875,0.00253,0.91737,0.92949,0.93369,0.49738,1.36531,0.91144,0.99343,0.00055,0.0002444,0.0002444,0.0002444
268,6953.29,1.25536,0.81662,1.00962,0.00296,0.92304,0.93269,0.93513,0.48979,1.39559,0.8994,1.00719,0.00059,0.0002378,0.0002378,0.0002378
269,6982.24,1.21463,0.81739,0.99886,0.00226,0.91037,0.94551,0.93621,0.4921,1.39168,0.91406,1.01446,0.00057,0.0002312,0.0002312,0.0002312
270,7014.27,1.22855,0.81461,1.00301,0.00283,0.9023,0.92628,0.9217,0.49925,1.37397,0.90467,0.99846,0.00055,0.0002246,0.0002246,0.0002246
271,7039.86,1.22586,0.796,1.00977,0.00252,0.91426,0.92949,0.92398,0.49322,1.40082,0.90386,0.99944,0.00058,0.000218,0.000218,0.000218
272,7065.8,1.22947,0.78618,1.01015,0.00245,0.91858,0.9402,0.9179,0.48061,1.41721,0.88506,1.00239,0.00056,0.0002114,0.0002114,0.0002114
273,7091.32,1.24438,0.78048,1.00322,0.00301,0.91623,0.94653,0.92962,0.49677,1.39841,0.8915,1.00238,0.00057,0.0002048,0.0002048,0.0002048
274,7118.17,1.21964,0.79624,0.99332,0.00221,0.89332,0.92628,0.90868,0.49483,1.38912,0.91252,1,0.00057,0.0001982,0.0001982,0.0001982
275,7143.45,1.22852,0.80863,1.00237,0.00259,0.90363,0.93165,0.90652,0.49307,1.38257,0.90895,0.99245,0.00056,0.0001916,0.0001916,0.0001916
276,7169.57,1.22414,0.80275,0.98933,0.00252,0.91482,0.9359,0.90922,0.48734,1.37657,0.91977,0.99313,0.00054,0.000185,0.000185,0.000185
277,7202.43,1.22697,0.79814,0.99176,0.00343,0.91853,0.9391,0.9206,0.49825,1.37886,0.89402,1.00141,0.00055,0.0001784,0.0001784,0.0001784
278,7233.61,1.22996,0.79283,1.00468,0.00233,0.91026,0.9359,0.90782,0.48577,1.38855,0.90205,1.00293,0.00055,0.0001718,0.0001718,0.0001718
279,7265.39,1.21724,0.7922,1.00083,0.0029,0.90957,0.94231,0.91313,0.49766,1.39523,0.89182,0.99321,0.00055,0.0001652,0.0001652,0.0001652
280,7296.87,1.23614,0.7948,1.00027,0.00284,0.91079,0.9359,0.91313,0.49495,1.39653,0.89369,0.99889,0.00055,0.0001586,0.0001586,0.0001586
281,7328.5,1.21174,0.7966,1.00358,0.00219,0.90168,0.92949,0.90683,0.47859,1.4018,0.91044,0.99727,0.00056,0.000152,0.000152,0.000152
282,7364.79,1.23282,0.79997,1.00437,0.00242,0.90944,0.9391,0.92481,0.48261,1.41286,0.90127,1.01094,0.00058,0.0001454,0.0001454,0.0001454
283,7402.15,1.22265,0.78997,1.01407,0.00254,0.9252,0.94231,0.92992,0.49192,1.39862,0.8964,1.00547,0.00058,0.0001388,0.0001388,0.0001388
284,7435.55,1.22131,0.79657,0.99657,0.00212,0.92184,0.94511,0.93452,0.48961,1.38854,0.90595,1.00289,0.00057,0.0001322,0.0001322,0.0001322
285,7460.8,1.19872,0.80213,0.9964,0.00256,0.90703,0.93815,0.9251,0.4873,1.39129,0.90785,0.99931,0.00055,0.0001256,0.0001256,0.0001256
286,7486.07,1.2019,0.78648,0.99181,0.00232,0.91344,0.94231,0.9323,0.49347,1.38383,0.88687,0.99696,0.00054,0.000119,0.000119,0.000119
287,7511.39,1.18697,0.76717,0.99773,0.00206,0.9192,0.94799,0.93871,0.49297,1.39336,0.87761,0.9933,0.00054,0.0001124,0.0001124,0.0001124
288,7542.06,1.22347,0.78585,0.99827,0.00243,0.9154,0.93634,0.92423,0.49646,1.38285,0.87489,0.99624,0.00052,0.0001058,0.0001058,0.0001058
289,7574.77,1.20623,0.7773,0.99043,0.00216,0.91495,0.9391,0.93133,0.49947,1.40658,0.86858,0.99701,0.00053,9.92e-05,9.92e-05,9.92e-05
290,7600.39,1.21497,0.7732,0.99739,0.00273,0.91856,0.93991,0.93149,0.50228,1.38156,0.85822,0.99835,0.00054,9.26e-05,9.26e-05,9.26e-05
291,7698.92,1.15589,0.7512,0.95818,0.00064,0.91824,0.95192,0.93131,0.49879,1.40779,0.87487,1.00456,0.00056,8.6e-05,8.6e-05,8.6e-05
292,7724.05,1.15615,0.74453,0.95544,0.00059,0.92538,0.95395,0.94117,0.49635,1.40998,0.87253,1.01493,0.00057,7.94e-05,7.94e-05,7.94e-05
293,7749.11,1.15077,0.73938,0.96108,0.00063,0.92766,0.95192,0.9516,0.50427,1.40093,0.87742,1.00868,0.00055,7.28e-05,7.28e-05,7.28e-05
294,7774.11,1.15845,0.75766,0.95855,0.00068,0.91364,0.94941,0.93592,0.49181,1.4133,0.88085,1.01305,0.00056,6.62e-05,6.62e-05,6.62e-05
295,7799.33,1.14526,0.76015,0.94485,0.00068,0.91397,0.95513,0.9463,0.50045,1.39987,0.87337,1.00965,0.00057,5.96e-05,5.96e-05,5.96e-05
296,7824.35,1.1319,0.74142,0.93726,0.00059,0.92001,0.95846,0.94897,0.50002,1.4049,0.87009,1.00689,0.00058,5.3e-05,5.3e-05,5.3e-05
297,7849.48,1.13747,0.74402,0.96435,0.00058,0.92274,0.95701,0.9503,0.50002,1.40316,0.8733,1.00495,0.00057,4.64e-05,4.64e-05,4.64e-05
298,7874.02,1.12663,0.73164,0.95377,0.00058,0.91392,0.95283,0.94167,0.49783,1.40147,0.87087,1.00332,0.00057,3.98e-05,3.98e-05,3.98e-05
299,7898.98,1.13123,0.73942,0.94556,0.00057,0.9094,0.94872,0.93022,0.49189,1.3963,0.87558,1.00256,0.00056,3.32e-05,3.32e-05,3.32e-05
300,7923.48,1.14117,0.74593,0.9435,0.00067,0.91382,0.95192,0.93158,0.49469,1.39647,0.87326,1.00323,0.00055,2.66e-05,2.66e-05,2.66e-05
